pattern_id,key,left_token_id,right_token_id,distance,left_text,right_text,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage,parent_reuse
2793,14642316760,3491,374,1, problem, is,170,40,0.23844168,0.08138461,194,0.01940000,0
2794,125831424,30,576,1,?, The,170,46,0.23469508,0.05837734,200,0.02000000,0
2795,1304435660,311,1779,1, to, check,170,47,0.23334361,0.07988354,195,0.01950000,0
2796,1107303468,264,1803,1, a, car,170,47,0.20188722,0.07988354,184,0.01840000,0
2797,8401190956,2003,11,1, week,",",170,38,0.13952762,0.13267790,184,0.01840000,0
2798,2319451944,553,458,1, by, an,170,46,0.13588738,0.05837734,204,0.02040000,0
2799,62916486,15,481,3,0, -,170,44,0.13328792,0.01392557,124,0.01240000,4
2800,1501563366,358,633,3, I, get,170,52,0.12656052,0.18097966,208,0.02080000,0
2801,1342177378,320,24,3, (,9,170,38,0.12292306,0.13267790,137,0.01370000,0
2802,1275074388,304,1493,1, in, these,170,49,0.10922856,0.12155624,206,0.02060000,0
2803,5897197050,1406,1406,3,"


","


",169,30,0.46920841,0.36316696,157,0.01570000,11
2804,54560768,13,8704,1,., Since,169,39,0.32074830,0.10080269,199,0.01990000,0
2805,1136664912,271,2132,1,"

",It,169,38,0.31916252,0.12677818,195,0.01950000,0
2806,1837117316,438,3041,1, as, far,169,38,0.30961515,0.12677818,197,0.01970000,1
2807,40160462044,9575,311,1, forced, to,169,45,0.30303345,0.04229815,194,0.01940000,0
2808,54562796,13,9211,1,., Because,169,36,0.29006678,0.18084540,172,0.01720000,0
2809,1107314036,264,4445,1, a, moment,169,41,0.26079745,0.05079227,186,0.01860000,0
2810,50709135404,12090,11,1, Instead,",",169,31,0.26032417,0.33037713,182,0.01820000,0
2811,1304441868,311,3331,1, to, hold,169,32,0.24796794,0.29862844,185,0.01850000,0
2812,1170226144,279,3832,1, the, subject,169,29,0.21922233,0.39706851,168,0.01680000,0
2813,96469081,23,22,2,8,7,169,61,0.21787309,0.34650953,171,0.01710000,1
2814,6496976948,1549,13,1, again,.,169,48,0.16534780,0.10683667,205,0.02050000,0
2815,83886178,20,24,3,5,9,169,49,0.15511197,0.12745596,165,0.01650000,0
2816,5939135962,1416,374,3, If, is,169,33,0.14637854,0.26785678,181,0.01810000,0
2817,4634707448,1105,382,1, them,".

",169,41,0.13978420,0.05079227,203,0.02030000,0
2818,13505660124,3220,311,1, money, to,169,40,0.13410326,0.07548488,179,0.01790000,0
2819,2113931048,504,458,1, from, an,169,53,0.13350894,0.20592757,214,0.02140000,0
2820,18140367880,4325,770,1, someone, else,168,46,0.59992240,0.07021179,191,0.01910000,0
2821,46934263004,11190,311,1,According, to,168,34,0.36864841,0.23206908,183,0.01830000,0
2822,2738887489,653,1744,2, do, think,168,45,0.30912925,0.04823289,190,0.01900000,0
2823,2373982148,566,1521,1, he, did,168,64,0.30751453,0.40045348,206,0.02060000,0
2824,79691832,19,14,1,4,/,168,41,0.29516680,0.04485754,123,0.01230000,4
2825,5788141848,1380,582,1, where, we,168,31,0.27582341,0.32444240,175,0.01750000,0
2826,1304435724,311,1795,1, to, follow,168,36,0.25830310,0.17491067,192,0.01920000,0
2827,2944405016,702,902,1, has, no,168,50,0.25727446,0.15359340,199,0.01990000,0
2828,1765806105,421,1030,2, if, had,168,53,0.24291035,0.21186231,203,0.02030000,0
2829,1971324124,470,311,1, return, to,168,53,0.24277634,0.21186231,197,0.01970000,0
2830,50331740,12,23,1,-,8,168,33,0.23643751,0.26192204,140,0.01400000,0
2831,14302577696,3410,264,1, provide, a,168,44,0.22394668,0.02576003,200,0.02000000,0
2832,3053454868,728,389,1, go, on,168,34,0.21544789,0.23206908,186,0.01860000,0
2833,1623202056,387,1602,1, be, very,168,33,0.20713994,0.26192204,196,0.01960000,0
2834,79691862,19,21,3,4,6,168,50,0.18944394,0.15359340,170,0.01700000,0
2835,3242200770,773,944,3, so,'t,168,45,0.18887089,0.04823289,196,0.01960000,0
2836,10376708976,2474,220,1, since, ,168,27,0.18852979,0.46259274,181,0.01810000,4
2837,6966740420,1661,369,1, good, for,168,49,0.17782444,0.13339069,192,0.01920000,0
2838,92275772,22,271,1,7,"

",168,42,0.16704140,0.02075999,196,0.01960000,9
2839,100663374,24,19,3,9,4,168,33,0.16589953,0.26192204,144,0.01440000,0
2840,2944403556,702,537,1, has, not,168,55,0.14850237,0.24890358,205,0.02050000,0
2841,46151044,11,3425,1,",", whether,168,41,0.13761287,0.04485754,195,0.01950000,0
2842,2088767796,498,1101,1, you, just,168,48,0.12123284,0.11277141,201,0.02010000,0
2843,2936014592,700,448,1, out, with,168,36,0.12046515,0.17491067,185,0.01850000,0
2844,1170216944,279,1532,1, the, New,168,44,0.11799612,0.02576003,182,0.01820000,0
2845,2088767512,498,1030,1, you, had,168,34,0.11505809,0.23206908,184,0.01840000,0
2846,10825499869,2581,311,2, never, to,168,48,0.11484886,0.11277141,196,0.01960000,0
2847,10812916957,2578,311,2, might, to,168,58,0.11330787,0.30201341,215,0.02150000,1
2848,2373977613,566,387,2, he, be,168,53,0.10694511,0.21186231,198,0.01980000,0
2849,158494360434,37788,220,3,Thursday, ,167,47,0.40375495,0.09768817,208,0.02080000,6
2850,5893002776,1405,1414,1,’t, know,167,37,0.35970169,0.14154152,173,0.01730000,1
2851,1921003672,458,3110,1, an, example,167,55,0.34785286,0.25487375,205,0.02050000,0
2852,49190798572,11728,315,1, millions, of,167,45,0.34228050,0.05420305,185,0.01850000,0
2853,17205042136,4102,1782,1, ,the,167,68,0.31721885,0.46704827,174,0.01740000,0
2854,1304437444,311,2225,1, to, develop,167,41,0.29850994,0.03888737,188,0.01880000,0
2855,14910752713,3555,498,2, What, you,167,42,0.24940379,0.01478982,175,0.01750000,0
2856,9151973056,2182,432,1, put, it,167,49,0.24848320,0.13936086,197,0.01970000,0
2857,1304440176,311,2908,1, to, consider,167,36,0.24404462,0.16894050,189,0.01890000,0
2858,100663346,24,12,3,9,-,167,61,0.21217299,0.35841443,163,0.01630000,2
2859,6379538376,1521,498,1, did, you,167,45,0.21135269,0.05420305,175,0.01750000,0
2860,1501563365,358,633,2, I, get,167,37,0.12447586,0.14154152,191,0.01910000,0
2861,62939728400,15006,644,1, Mur,ong,166,37,0.87406853,0.13553550,20,0.00200000,0
2862,5423273724,1293,9663,1, long,-term,166,38,0.68947797,0.10886725,162,0.01620000,0
2863,6069187041,1447,7288,2,":

", •,166,38,0.46636950,0.10886725,168,0.01680000,0
2864,125843340,30,3555,1,?, What,166,40,0.43010916,0.05757396,168,0.01680000,0
2865,54874080948,13083,429,1, realize, that,166,31,0.37375471,0.31246621,181,0.01810000,0
2866,6719282020,1602,1753,1, very, much,166,47,0.36589070,0.10369419,194,0.01940000,0
2867,25073551028,5978,429,1, ensure, that,166,37,0.36401552,0.13553550,169,0.01690000,0
2868,1631591892,389,1909,1, on, top,166,36,0.32312417,0.16293447,181,0.01810000,1
2869,10812917860,2578,537,1, might, not,166,45,0.28725969,0.06020908,201,0.02010000,0
2870,1304469900,311,10339,1, to, explain,166,54,0.28555054,0.24253063,206,0.02060000,0
2871,1568673016,374,830,1, is, true,166,23,0.26330150,0.61095920,170,0.01700000,0
2872,17481860332,4168,315,1, period, of,166,44,0.25856359,0.03773622,191,0.01910000,0
2873,18966644404,4522,429,1, idea, that,166,44,0.25094398,0.03773622,189,0.01890000,0
2874,1107310193,264,3484,2, a, deal,166,40,0.24567179,0.05757396,187,0.01870000,0
2875,2441089086,582,1039,3, we, our,166,37,0.24474473,0.13553550,185,0.01850000,0
2876,4693428964,1119,697,1, into, your,166,34,0.21739829,0.22009289,181,0.01810000,0
2877,96469077,23,21,2,8,6,166,47,0.21027410,0.10369419,158,0.01580000,0
2878,2843741756,678,911,1, all, about,166,49,0.19563575,0.14536689,197,0.01970000,0
2879,10586424556,2524,315,1, control, of,166,40,0.19095507,0.05757396,182,0.01820000,0
2880,1304435016,311,1618,1, to, call,166,49,0.18320952,0.14536689,188,0.01880000,0
2881,1170225492,279,3669,1, the, news,166,37,0.16742283,0.13553550,172,0.01720000,0
2882,1765804134,421,537,3, if, not,166,53,0.16356993,0.22383850,213,0.02130000,0
2883,5930747849,1414,498,2, know, you,166,42,0.16324819,0.00878379,198,0.01980000,1
2884,6698305204,1597,429,1, And, that,166,36,0.15231851,0.16293447,183,0.01830000,0
2885,3980395553,949,264,2, part, a,166,40,0.13978051,0.05757396,195,0.01950000,0
2886,13933479133,3322,311,2, enough, to,166,37,0.13671366,0.13553550,192,0.01920000,0
2887,4370464820,1042,13,1, year,.,166,33,0.13368296,0.24994585,184,0.01840000,0
2888,6660554804,1588,13,1, here,.,166,49,0.12226927,0.14536689,204,0.02040000,0
2889,1568676162,374,1616,3, is, way,166,49,0.11986608,0.14536689,206,0.02060000,0
2890,2088767813,498,1105,2, you, them,166,37,0.11462262,0.13553550,185,0.01850000,0
2891,1631587556,389,825,1, on, one,166,27,0.10802270,0.45061655,185,0.01850000,0
2892,7373590872,1758,1110,1, http,://,165,40,0.92560785,0.05153164,138,0.01380000,0
2893,57873008148,13798,389,1, depends, on,165,41,0.48719218,0.02683903,190,0.01900000,0
2894,68354573532,16297,311,1, tries, to,165,30,0.35423660,0.33921372,164,0.01640000,0
2895,151267573804,36065,11,1,Sunday,",",165,38,0.30920038,0.10282494,194,0.01940000,9
2896,12272533556,2926,13,1, Dr,.,165,34,0.29285920,0.21405057,109,0.01090000,0
2897,104859048,25,362,1,:, A,165,22,0.26623699,0.64936864,145,0.01450000,0
2898,1568688328,374,4658,1, is, probably,165,35,0.24747384,0.18506304,188,0.01880000,0
2899,29074916572,6932,311,1, happened, to,165,35,0.23185060,0.18506304,184,0.01840000,0
2900,1170237368,279,6638,1, the, opportunity,165,43,0.22716591,0.02078902,190,0.01900000,0
2901,8329889241,1986,374,2,This, is,165,35,0.21498672,0.18506304,188,0.01880000,0
2902,88080477,21,23,2,6,8,165,31,0.20957217,0.30642389,150,0.01500000,0
2903,2252345296,537,1012,1, not, been,165,42,0.19104502,0.00274148,196,0.01960000,0
2904,21781021788,5193,279,1, upon, the,165,51,0.17020024,0.19141453,188,0.01880000,0
2905,16278094941,3881,279,2, known, the,165,45,0.13347566,0.06625139,195,0.01950000,0
2906,8984199212,2142,11,1,ism,",",165,38,0.12461550,0.10282494,155,0.01550000,0
2907,2944402957,702,387,2, has, be,165,30,0.12113472,0.33921372,181,0.01810000,0
2908,15665728260,3735,705,1, pick, up,164,48,0.50990111,0.13686896,186,0.01860000,0
2909,9386858980,2238,1657,1, too, many,164,39,0.41138026,0.07077041,195,0.01950000,0
2910,168606827378,40199,220,3,Tuesday, ,164,48,0.40763107,0.13686896,204,0.02040000,6
2911,3460313464,825,3166,1, one, thing,164,45,0.35416692,0.07233044,202,0.02020000,0
2912,3460308396,825,1899,1, one, day,164,27,0.32319352,0.43849519,179,0.01790000,0
2913,2709527968,646,1896,1, can, take,164,53,0.27746191,0.23595986,203,0.02030000,0
2914,1170257956,279,11785,1, the, worst,164,45,0.27476754,0.07233044,188,0.01880000,0
2915,2441090549,582,1405,2, we,’t,164,55,0.26589519,0.27300113,175,0.01750000,0
2916,1304434296,311,1438,1, to, break,164,35,0.24906073,0.17898399,190,0.01900000,0
2917,1170236504,279,6422,1, the, floor,164,35,0.23932320,0.17898399,157,0.01570000,0
2918,33555480,8,262,1,),   ,164,28,0.23022823,0.40212754,91,0.00910000,0
2919,2202016240,525,1660,1, are, being,164,41,0.20592622,0.02075999,184,0.01840000,0
2920,1811947561,432,2058,2, it, still,164,36,0.19310156,0.15081311,186,0.01860000,0
2921,830472270,198,19,3,"
",4,164,41,0.17843616,0.02075999,154,0.01540000,0
2922,1275074565,304,1537,2, in, last,164,27,0.17803199,0.43849519,184,0.01840000,0
2923,2944403240,702,458,1, has, an,164,33,0.17126563,0.23782449,187,0.01870000,0
2924,1501565892,358,1265,1, I, should,164,38,0.16336434,0.09674589,188,0.01880000,0
2925,1304431496,311,738,1, to, set,164,31,0.14352013,0.30034485,180,0.01800000,0
2926,15837693021,3776,279,2, One, the,164,39,0.13170957,0.07077041,194,0.01940000,0
2927,1811942337,432,752,2, it, me,164,39,0.11973177,0.07077041,188,0.01880000,0
2928,1342177362,320,20,3, (,5,164,34,0.10914856,0.20797153,151,0.01510000,0
2929,1879051492,448,825,1, with, one,164,49,0.10732840,0.15748825,207,0.02070000,0
2930,40814774216,9731,498,1, Thank, you,163,48,0.47257345,0.14298519,171,0.01710000,0
2931,35987129796,8580,369,1, waiting, for,163,26,0.41177240,0.47011929,173,0.01730000,0
2932,79693132,19,339,1,4,th,163,29,0.35981028,0.36091999,158,0.01580000,2
2933,11597252109,2765,387,2, won, be,163,41,0.33073456,0.01464376,186,0.01860000,1
2934,1304461316,311,8193,1, to, produce,163,44,0.27530054,0.05597381,184,0.01840000,0
2935,17913873644,4271,315,1, quality, of,163,35,0.25815817,0.17286776,169,0.01690000,0
2936,79691861,19,21,2,4,6,163,48,0.18583294,0.14298519,165,0.01650000,0
2937,5939136192,1416,432,1, If, it,163,38,0.17617397,0.09062967,184,0.01840000,0
2938,6660556248,1588,374,1, here, is,163,43,0.17107000,0.03298429,190,0.01900000,0
2939,1765804132,421,537,1, if, not,163,42,0.16121213,0.00945379,198,0.01980000,0
2940,1170229800,279,4746,1, the, heart,163,63,0.15091668,0.41491890,179,0.01790000,1
2941,1996491796,476,773,1, or, so,163,45,0.14931729,0.07844666,193,0.01930000,0
2942,8355054812,1992,311,1, place, to,163,46,0.13584016,0.10042557,199,0.01990000,0
2943,8942257374,2132,311,3,It, to,163,40,0.13024664,0.03933637,195,0.01950000,0
2944,46155978,11,4658,3,",", probably,163,44,0.11955191,0.05597381,196,0.01960000,0
2945,8447328302,2014,11,3, To,",",163,30,0.11813685,0.32701844,186,0.01860000,0
2946,6425673773,1532,11,2, New,",",163,40,0.11463985,0.03933637,171,0.01710000,0
2947,6194988254,1477,311,3, find, to,163,50,0.11281255,0.18380718,204,0.02040000,0
2948,1304435812,311,1817,1, to, each,163,27,0.10434966,0.43237896,171,0.01710000,0
2949,104884678,25,6769,3,:, AM,162,43,0.53713711,0.03913816,124,0.01240000,2
2950,6857696280,1635,2310,1, years, old,162,42,0.48871045,0.01560766,180,0.01800000,1
2951,11643396252,2776,2087,1,'m, going,162,38,0.42019006,0.08447580,175,0.01750000,1
2952,1384126936,330,1654,1," """,We,162,56,0.38909485,0.30328973,174,0.01740000,0
2953,1501596792,358,8990,1, I, haven,162,31,0.37135266,0.28807475,178,0.01780000,0
2954,1921003188,458,2989,1, an, important,162,50,0.34493849,0.18996105,203,0.02030000,0
2955,7352619277,1753,1091,2, much, than,162,40,0.32248714,0.03318251,196,0.01960000,0
2956,1677721676,400,19,1, $,4,162,37,0.31688216,0.11114405,139,0.01390000,0
2957,3460308185,825,1846,2, one, those,162,44,0.29877991,0.06212767,192,0.01920000,0
2958,5939138242,1416,944,3, If,'t,162,31,0.27765618,0.28807475,187,0.01870000,0
2959,1568693656,374,5990,1, is, usually,162,41,0.27604330,0.00848989,189,0.01890000,0
2960,75497528,18,14,1,3,/,162,33,0.27020282,0.22555440,114,0.01140000,3
2961,13258196188,3161,311,1, begin, to,162,31,0.26777826,0.28807475,178,0.01780000,0
2962,1275083829,304,3853,2, in, future,162,41,0.26200116,0.00848989,182,0.01820000,0
2963,12901680820,3076,429,1, mean, that,162,45,0.25075605,0.08460053,192,0.01920000,1
2964,9680454513,2308,220,2, No, ,162,40,0.22747735,0.03318251,83,0.00830000,0
2965,20719861805,4940,11,2, Of,",",162,36,0.20325278,0.13854302,187,0.01870000,0
2966,3741321496,892,582,1, which, we,162,31,0.19757410,0.28807475,165,0.01650000,0
2967,1170228164,279,4337,1, the, World,162,34,0.19553711,0.19570143,135,0.01350000,0
2968,13182698588,3143,279,1, near, the,162,42,0.18677088,0.01560766,187,0.01870000,0
2969,2088767353,498,990,2, you, use,162,44,0.18168569,0.06212767,175,0.01750000,0
2970,2491420908,594,1083,1,'s, also,162,35,0.16910777,0.16671390,180,0.01800000,1
2971,2113932604,504,847,1, from, my,162,54,0.16226215,0.26692209,202,0.02020000,0
2972,2415921913,576,702,2, The, has,162,40,0.15918629,0.03318251,185,0.01850000,0
2973,96470076,23,271,1,8,"

",162,57,0.15785259,0.32098931,198,0.01980000,9
2974,3179282497,758,16,2, In,1,162,41,0.15200985,0.00848989,160,0.01600000,1
2975,1170223141,279,3081,2, the, market,162,52,0.14632429,0.22918176,171,0.01710000,0
2976,1304441037,311,3123,2, to, away,162,34,0.14102195,0.19570143,186,0.01860000,0
2977,1170220736,279,2480,1, the, full,162,40,0.12682235,0.03318251,184,0.01840000,0
2978,5226104216,1246,358,1, how, I,162,36,0.12507008,0.13854302,186,0.01860000,0
2979,5658117212,1349,279,1, read, the,162,51,0.11633817,0.20976367,203,0.02030000,0
2980,2936014356,700,389,1, out, on,162,39,0.11596803,0.05850031,195,0.01950000,0
2981,2252344106,537,714,3, not, but,162,43,0.11309915,0.03913816,198,0.01980000,0
2982,2944403202,702,448,3, has, with,162,33,0.10793772,0.22555440,186,0.01860000,0
2983,1799361105,429,1172,2, that, only,162,38,0.10733734,0.08447580,196,0.01960000,0
2984,4655685984,1110,2136,1,://,www,161,38,0.91895538,0.07828383,133,0.01330000,0
2985,15057566108,3590,3687,1, social, media,161,46,0.67320263,0.11277141,113,0.01130000,0
2986,1304469768,311,10306,1, to, maintain,161,49,0.31371692,0.17595031,190,0.01900000,0
2987,1304440796,311,3063,1, to, grow,161,40,0.26846647,0.02699053,180,0.01800000,0
2988,39652950060,9454,11,1,Yes,",",161,36,0.26328654,0.13235105,182,0.01820000,0
2989,2877297668,686,1281,1, will, make,161,40,0.26201592,0.02699053,194,0.01940000,0
2990,18459133164,4401,315,1, development, of,161,47,0.24433919,0.13427761,181,0.01810000,0
2991,1170240132,279,7329,1, the, surface,161,45,0.23713247,0.09079250,166,0.01660000,0
2992,5939136921,1416,614,2, If, have,161,47,0.23381015,0.13427761,186,0.01860000,0
2993,1107311888,264,3908,1, a, young,161,45,0.22834340,0.09079250,186,0.01860000,0
2994,1170230188,279,4843,1, the, third,161,40,0.20085213,0.02699053,182,0.01820000,0
2995,1170229404,279,4647,1, the, term,161,45,0.18869066,0.09079250,164,0.01640000,0
2996,2709522997,646,653,2, can, do,161,37,0.17493231,0.10495208,185,0.01850000,0
2997,1170231672,279,5214,1, the, risk,161,36,0.17473919,0.13235105,148,0.01480000,0
2998,6501172461,1550,315,2, high, of,161,40,0.13945326,0.02699053,184,0.01840000,0
2999,2017461656,481,358,1, -, I,161,29,0.13022141,0.34857416,151,0.01510000,0
3000,9386852404,2238,13,1, too,.,161,42,0.11436534,0.02179963,193,0.01930000,0
3001,1342185112,320,1958,1, (,for,160,48,0.45774627,0.16156157,183,0.01830000,1
3002,5779757452,1378,1635,1, two, years,160,48,0.39153343,0.16156157,189,0.01890000,0
3003,1811962168,432,5710,1, it, wasn,160,39,0.31959120,0.04607779,184,0.01840000,0
3004,1757419840,419,1616,1, this, way,160,42,0.21716488,0.02803018,192,0.01920000,0
3005,21978154220,5240,315,1, cause, of,160,35,0.21635858,0.15429138,162,0.01620000,0
3006,1107316336,264,5020,1, a, pretty,160,44,0.19896710,0.07455019,191,0.01910000,0
3007,79691866,19,22,3,4,7,160,38,0.18937459,0.07205328,151,0.01510000,0
3008,1170226104,279,3822,1, the, University,160,49,0.18782573,0.18218086,149,0.01490000,0
3009,1170229160,279,4586,1, the, general,160,34,0.16010254,0.18327891,170,0.01700000,0
3010,2113932516,504,825,1, from, one,160,37,0.15613508,0.09872153,184,0.01840000,1
3011,1107304225,264,1992,2, a, place,160,29,0.15488595,0.34234361,184,0.01840000,0
3012,5121246912,1221,432,1, then, it,160,39,0.14761802,0.04607779,187,0.01870000,0
3013,11341399260,2704,311,1, sure, to,160,28,0.13635919,0.37743493,171,0.01710000,0
3014,5226104514,1246,432,3, how, it,160,44,0.12848329,0.07455019,190,0.01900000,0
3015,46157253,11,4977,2,",", seems,160,30,0.12138148,0.30844206,177,0.01770000,0
3016,1811942857,432,882,2, it, time,160,38,0.10323914,0.07205328,188,0.01880000,0
3017,2088767693,498,1075,2, you, like,160,46,0.10250005,0.11900196,183,0.01830000,0
3018,4441794152,1059,6554,1, her, mother,159,60,0.47379879,0.39097474,96,0.00960000,0
3019,7767863672,1852,3166,1, same, thing,159,42,0.46388324,0.03429979,189,0.01890000,0
3020,3615515268,862,6305,1, their, lives,159,40,0.44688205,0.01449037,178,0.01780000,0
3021,3380616896,806,1968,1, his, head,159,47,0.38948373,0.14677778,162,0.01620000,0
3022,62927624,15,3266,1,0, percent,159,31,0.35115907,0.26938262,153,0.01530000,0
3023,39522927852,9423,315,1, advantage, of,159,32,0.31000981,0.23763392,174,0.01740000,1
3024,1304454416,311,6468,1, to, speak,159,37,0.28193374,0.09245191,181,0.01810000,0
3025,36364615724,8670,11,1, Oh,",",159,49,0.25112162,0.18845047,160,0.01600000,0
3026,5788142105,1380,646,2, where, can,159,25,0.24862540,0.48449400,174,0.01740000,0
3027,10376709528,2474,358,1, since, I,159,40,0.23360110,0.01449037,178,0.01780000,0
3028,1304432192,311,912,1, to, add,159,57,0.22585682,0.33968144,199,0.01990000,0
3029,1107313372,264,4279,1, a, half,159,44,0.22114171,0.08081981,183,0.01830000,0
3030,71309709,17,1635,2,2, years,159,35,0.19956363,0.14802176,180,0.01800000,0
3031,96469024,23,8,1,8,),159,45,0.18013044,0.10329266,155,0.01550000,1
3032,9877587180,2355,315,1, power, of,159,31,0.16044966,0.26938262,167,0.01670000,0
3033,3615493278,862,807,3, their, they,159,30,0.14638017,0.30217244,180,0.01800000,0
3034,4634707672,1105,438,1, them, as,159,44,0.14102131,0.08081981,190,0.01900000,0
3035,7621050421,1817,13,2, each,.,159,36,0.12464896,0.11985089,180,0.01800000,0
3036,12595496157,3003,311,2,'ve, to,159,33,0.10063573,0.20686226,171,0.01710000,0
3037,44463817964,10601,315,1, combination, of,158,37,0.33632732,0.08614274,178,0.01780000,0
3038,1304472844,311,11075,1, to, achieve,158,43,0.32838321,0.06413946,175,0.01750000,0
3039,1304449096,311,5138,1, to, join,158,28,0.31507722,0.36485615,169,0.01690000,0
3040,1304461860,311,8329,1, to, spend,158,36,0.26313238,0.11354172,182,0.01820000,0
3041,1170248388,279,9393,1, the, earth,158,44,0.23568868,0.08712898,132,0.01320000,0
3042,62920186,15,1406,3,0,"


",158,30,0.19837779,0.29586328,169,0.01690000,3
3043,3368029325,803,803,2, more, more,158,31,0.19707819,0.26307345,168,0.01680000,0
3044,2373979056,566,748,1, he,’s,158,42,0.18965855,0.04060896,141,0.01410000,0
3045,3821014392,911,862,1, about, their,158,42,0.18763577,0.04060896,178,0.01780000,0
3046,1170230649,279,4958,2, the, industry,158,26,0.18008161,0.43896412,159,0.01590000,0
3047,1321218345,315,3146,2, of, country,158,28,0.17857859,0.36485615,163,0.01630000,0
3048,54539065,13,3278,2,.,'ll,158,41,0.15112716,0.01651141,168,0.01680000,0
3049,3460302704,825,476,1, one, or,158,36,0.13886218,0.11354172,179,0.01790000,0
3050,1799363044,429,1657,1, that, many,158,26,0.13011120,0.43896412,172,0.01720000,0
3051,1811943804,432,1119,1, it, into,158,46,0.11663753,0.13158074,193,0.01930000,0
3052,30568088434,7288,220,3, •, ,158,31,0.11477868,0.26307345,114,0.01140000,1
3053,7881098476,1879,315,1, world, of,158,37,0.10251419,0.08614274,173,0.01730000,0
3054,100663313,24,4,2,9,%,157,28,0.33878297,0.35850692,149,0.01490000,1
3055,83886097,20,4,2,5,%,157,29,0.32892231,0.32341560,139,0.01390000,1
3056,141238992940,33674,11,1,Saturday,",",157,30,0.30624197,0.28951405,183,0.01830000,6
3057,17498637836,4172,387,1,'d, be,157,56,0.30580218,0.33464026,188,0.01880000,0
3058,31155291372,7428,315,1, purpose, of,157,40,0.28345531,0.00183198,174,0.01740000,1
3059,1107305272,264,2254,1, a, month,157,30,0.25757412,0.28951405,162,0.01620000,0
3060,11341400008,2704,498,1, sure, you,157,29,0.25330405,0.32341560,164,0.01640000,0
3061,3384808064,807,1184,1, they, need,157,45,0.25288473,0.11595106,184,0.01840000,0
3062,4416604376,1053,566,1, said, he,157,42,0.25266375,0.04695819,144,0.01440000,0
3063,14281606616,3405,374,1, question, is,157,36,0.22702027,0.10719249,179,0.01790000,0
3064,3959425985,944,752,2,'t, me,157,31,0.21659545,0.25672422,168,0.01680000,0
3065,1107305500,264,2311,1, a, book,157,39,0.19290997,0.02714978,162,0.01620000,0
3066,92274786,22,24,3,7,9,157,37,0.18571296,0.07979352,159,0.01590000,0
3067,6069158769,1447,220,2,":

", ,157,62,0.18465302,0.43642296,199,0.01990000,1
3068,100663328,24,8,1,9,),157,29,0.15495133,0.32341560,160,0.01600000,0
3069,46138468,11,281,1,",", p,157,25,0.14107933,0.47183560,93,0.00930000,1
3070,1799361340,429,1231,1, that, may,157,37,0.13713299,0.07979352,187,0.01870000,0
3071,8908714928,2124,3308,1,Of, course,156,27,0.75512791,0.38848477,174,0.01740000,0
3072,28923924896,6896,1128,1, exactly, what,156,30,0.47061761,0.28312425,172,0.01720000,0
3073,6719281652,1602,1661,1, very, good,156,40,0.37034840,0.00455782,179,0.01790000,0
3074,10460598476,2494,1075,1, something, like,156,43,0.33488329,0.07687848,185,0.01850000,0
3075,1623211184,387,3884,1, be, seen,156,39,0.32505624,0.02075999,175,0.01750000,0
3076,4596959928,1096,686,1, This, will,156,40,0.26026659,0.00455782,171,0.01710000,0
3077,54534592,13,2160,1,., Is,156,40,0.24099474,0.00455782,173,0.01730000,0
3078,13295945112,3170,358,1, why, I,156,60,0.20987841,0.41002293,198,0.01980000,0
3079,2088768857,498,1366,2, you, want,156,39,0.18651069,0.02075999,177,0.01770000,0
3080,4089447876,975,369,1, work, for,156,36,0.17675437,0.10080269,175,0.01750000,0
3081,1811945737,432,1602,2, it, very,156,36,0.15703422,0.10080269,182,0.01820000,0
3082,88081468,21,271,1,6,"

",156,56,0.15331486,0.34103006,187,0.01870000,12
3083,2843739788,678,419,1, all, this,156,37,0.13236805,0.07340372,176,0.01760000,0
3084,2441087386,582,614,3, we, have,156,42,0.11228624,0.05334799,187,0.01870000,0
3085,1170223248,279,3108,1, the, side,156,43,0.10902687,0.07687848,178,0.01780000,1
3086,6262107268,1493,2849,1, these, days,155,27,0.46993348,0.38205387,170,0.01700000,0
3087,58141443292,13862,311,1, referred, to,155,35,0.36094689,0.12254268,171,0.01710000,1
3088,14180944113,3381,572,2, thought, was,155,34,0.30367492,0.15153022,177,0.01770000,0
3089,13300140441,3171,614,2, doesn, have,155,40,0.29868401,0.01098871,179,0.01790000,0
3090,15103689948,3601,311,1, expected, to,155,43,0.27502964,0.08330937,171,0.01710000,0
3091,1170272792,279,15494,1, the, universe,155,41,0.25966503,0.03568133,123,0.01230000,1
3092,8527021276,2033,311,1, response, to,155,42,0.25748153,0.05977888,173,0.01730000,0
3093,1170241224,279,7602,1, the, internet,155,40,0.25497777,0.01098871,148,0.01480000,0
3094,54538572,13,3155,1,., Do,155,62,0.24653444,0.44924364,178,0.01780000,0
3095,11437868724,2727,429,1, says, that,155,35,0.21268682,0.12254268,159,0.01590000,0
3096,15325988077,3654,315,2, certain, of,155,22,0.20463955,0.58684829,164,0.01640000,0
3097,1170227888,279,4268,1, the, land,155,33,0.18422801,0.18138318,133,0.01330000,0
3098,18291361005,4361,315,2, whole, of,155,42,0.18324926,0.05977888,186,0.01860000,0
3099,4542433688,1083,614,1, also, have,155,42,0.18179917,0.05977888,188,0.01880000,0
3100,4196208,1,476,1,"""", or,155,60,0.17061458,0.41645382,186,0.01860000,0
